,secid,date,expiration,AMSettlement,ForwardPrice,ticker
422,0,2010-05-05,2010-06-19,0,252.95073228237712,AAPL
423,0,2010-05-05,2010-05-22,0,240.9074909394422,AAPL
424,0,2010-05-05,2011-01-22,0,254.0211160804873,AAPL
425,0,2010-05-06,2010-07-17,0,247.02436962619035,AAPL
426,0,2010-05-06,2010-10-16,0,246.5969889397567,AAPL
427,0,2010-05-06,2010-06-19,0,244.93705865970912,AAPL
428,0,2010-05-06,2010-05-22,0,238.71332636136822,AAPL
429,0,2010-05-06,2011-01-22,0,251.5434799231832,AAPL
430,0,2010-05-07,2010-07-17,0,240.39004427866465,AAPL
431,0,2010-05-07,2010-10-16,0,244.37910726745622,AAPL
432,0,2010-05-07,2010-06-19,0,232.76644052466887,AAPL
433,0,2010-05-07,2010-05-22,0,239.06777067492305,AAPL
434,0,2010-05-07,2011-01-22,0,232.5290517612996,AAPL
435,0,2010-05-10,2010-07-17,0,261.355300226148,AAPL
436,0,2010-05-10,2010-10-16,0,252.29152593516767,AAPL
437,0,2010-05-10,2010-06-19,0,253.05828897600054,AAPL
438,0,2010-05-10,2010-05-22,0,260.78883494961553,AAPL
439,0,2010-05-10,2011-01-22,0,262.6356382127275,AAPL
440,0,2010-05-11,2010-07-17,0,254.89482242838292,AAPL
441,0,2010-05-11,2010-10-16,0,252.35975481884958,AAPL
442,0,2010-05-11,2010-06-19,0,264.79665338633663,AAPL
443,0,2010-05-11,2010-05-22,0,257.8546149297369,AAPL
444,0,2010-05-11,2011-01-22,0,255.37966170378348,AAPL
445,0,2010-05-12,2010-07-17,0,259.2594543527985,AAPL
446,0,2010-05-12,2010-10-16,0,268.6417018080411,AAPL
447,0,2010-05-12,2010-06-19,0,265.3126077258725,AAPL
448,0,2010-05-12,2010-05-22,0,253.72703257910604,AAPL
449,0,2010-05-12,2011-01-22,0,250.7443762189316,AAPL
450,0,2010-05-13,2010-07-17,0,259.8469521285543,AAPL
451,0,2010-05-13,2010-10-16,0,258.0548392001587,AAPL
452,0,2010-05-13,2010-06-19,0,254.2173442574256,AAPL
453,0,2010-05-13,2010-05-22,0,249.8107975811415,AAPL
454,0,2010-05-13,2011-01-22,0,258.2019414653191,AAPL
455,0,2010-05-14,2010-07-17,0,257.64496819834113,AAPL
456,0,2010-05-14,2010-10-16,0,257.8767252462858,AAPL
457,0,2010-05-14,2010-06-19,0,248.83933012662544,AAPL
458,0,2010-05-14,2010-05-22,0,254.87247649725379,AAPL
459,0,2010-05-14,2011-01-22,0,257.0300064409191,AAPL
460,0,2010-05-17,2010-07-17,0,253.8261581253349,AAPL
461,0,2010-05-17,2010-10-16,0,253.15216412979072,AAPL
462,0,2010-05-17,2010-06-19,0,264.69646545177903,AAPL
463,0,2010-05-17,2010-05-22,0,255.47782493905217,AAPL
464,0,2010-05-17,2011-01-22,0,251.33707863207601,AAPL
465,0,2010-05-18,2010-07-17,0,252.11158312738556,AAPL
466,0,2010-05-18,2010-10-16,0,254.6316861242158,AAPL
467,0,2010-05-18,2010-06-19,0,247.91812450312665,AAPL
468,0,2010-05-18,2010-05-22,0,246.16511008995084,AAPL
469,0,2010-05-18,2011-01-22,0,253.684775575137,AAPL
470,0,2010-05-19,2010-07-17,0,247.3534017304851,AAPL
471,0,2010-05-19,2010-10-16,0,245.37923336836877,AAPL
472,0,2010-05-19,2010-06-19,0,251.67073248749716,AAPL
473,0,2010-05-19,2010-05-22,0,252.85826614642104,AAPL
474,0,2010-05-19,2011-01-22,0,251.86254558646138,AAPL
475,0,2010-05-20,2010-07-17,0,239.1932358728266,AAPL
476,0,2010-05-20,2010-10-16,0,234.15060535803698,AAPL
477,0,2010-05-20,2010-06-19,0,237.50645339205244,AAPL
478,0,2010-05-20,2010-05-22,0,230.97675425471323,AAPL
479,0,2010-05-20,2011-01-22,0,239.88749015327403,AAPL
480,0,2010-05-21,2010-07-17,0,241.23367467170638,AAPL
481,0,2010-05-21,2010-10-16,0,244.59495945750285,AAPL
482,0,2010-05-21,2010-06-19,0,248.4637387975504,AAPL
483,0,2010-05-21,2010-05-22,0,248.8852284506452,AAPL
484,0,2010-05-21,2011-01-22,0,231.92811989444317,AAPL
485,0,2010-05-24,2010-06-19,0,245.37751932620932,AAPL
486,0,2010-05-24,2010-07-17,0,241.7194781643491,AAPL
487,0,2010-05-24,2010-10-16,0,251.0848727729785,AAPL
488,0,2010-05-24,2011-01-22,0,258.33803957853615,AAPL
489,0,2010-05-24,2012-01-21,0,245.66885653797658,AAPL
490,0,2010-05-25,2010-06-19,0,241.20810409181607,AAPL
491,0,2010-05-25,2010-07-17,0,246.57902500038207,AAPL
492,0,2010-05-25,2010-10-16,0,254.02533914443578,AAPL
493,0,2010-05-25,2011-01-22,0,240.62081331948326,AAPL
494,0,2010-05-25,2012-01-21,0,250.77241040082785,AAPL
495,0,2010-05-26,2010-06-19,0,253.22604370557585,AAPL
496,0,2010-05-26,2010-07-17,0,236.3592923162661,AAPL
497,0,2010-05-26,2010-10-16,0,238.65384701021424,AAPL
498,0,2010-05-26,2011-01-22,0,243.48196171468007,AAPL
499,0,2010-05-26,2012-01-21,0,246.43811641078352,AAPL
500,0,2010-05-27,2010-06-19,0,257.5600028736686,AAPL
501,0,2010-05-27,2010-07-17,0,254.75311362231946,AAPL
502,0,2010-05-27,2010-10-16,0,245.15660270427605,AAPL
503,0,2010-05-27,2011-01-22,0,257.31963086396513,AAPL
504,0,2010-05-27,2012-01-21,0,255.05903403583548,AAPL
505,0,2010-05-28,2010-06-19,0,263.5691106024447,AAPL
506,0,2010-05-28,2010-07-17,0,253.84852420808554,AAPL
507,0,2010-05-28,2010-10-16,0,254.30062737951263,AAPL
508,0,2010-05-28,2011-01-22,0,261.03318786307295,AAPL
509,0,2010-05-28,2012-01-21,0,265.6560479951753,AAPL
510,0,2010-06-01,2010-06-19,0,263.0193147463231,AAPL
511,0,2010-06-01,2010-07-17,0,252.2307951023819,AAPL
512,0,2010-06-01,2010-10-16,0,264.22469583953665,AAPL
513,0,2010-06-01,2011-01-22,0,256.6507705732552,AAPL
514,0,2010-06-01,2012-01-21,0,266.4643816745263,AAPL
515,0,2010-06-02,2010-06-19,0,256.34766520983584,AAPL
516,0,2010-06-02,2010-07-17,0,266.2198171169629,AAPL
517,0,2010-06-02,2010-10-16,0,260.18143805545304,AAPL
518,0,2010-06-02,2011-01-22,0,258.23790301240143,AAPL
519,0,2010-06-02,2012-01-21,0,271.9183750177631,AAPL
520,0,2010-06-03,2010-06-19,0,264.4358593120133,AAPL
521,0,2010-06-03,2010-07-17,0,260.0609991799665,AAPL
522,0,2010-06-03,2010-10-16,0,271.50724012076313,AAPL
523,0,2010-06-03,2011-01-22,0,262.0504807525516,AAPL
524,0,2010-06-03,2012-01-21,0,267.5642631678221,AAPL
525,0,2010-06-04,2010-06-19,0,257.3829529084382,AAPL
526,0,2010-06-04,2010-07-17,0,252.96132447349453,AAPL
527,0,2010-06-04,2010-10-16,0,259.02442407430794,AAPL
528,0,2010-06-04,2011-01-22,0,254.49640774911884,AAPL
529,0,2010-06-04,2012-01-21,0,258.3383675946067,AAPL
530,0,2010-06-07,2010-06-19,0,257.885050474191,AAPL
531,0,2010-06-07,2010-07-17,0,245.90645659863276,AAPL
532,0,2010-06-07,2010-10-16,0,239.68654248798643,AAPL
533,0,2010-06-07,2011-01-22,0,260.3995724468666,AAPL
534,0,2010-06-07,2012-01-21,0,268.6585613388354,AAPL
535,0,2010-06-08,2010-06-19,0,247.13710544154765,AAPL
536,0,2010-06-08,2010-07-17,0,239.83225564668166,AAPL
537,0,2010-06-08,2010-10-16,0,248.21770602002832,AAPL
538,0,2010-06-08,2011-01-22,0,248.90900550764115,AAPL
539,0,2010-06-08,2012-01-21,0,252.48711773147423,AAPL
540,0,2010-06-09,2010-06-19,0,237.8663044571615,AAPL
541,0,2010-06-09,2010-07-17,0,246.13203627101163,AAPL
542,0,2010-06-09,2010-10-16,0,246.26265001511902,AAPL
543,0,2010-06-09,2011-01-22,0,237.0183879828498,AAPL
544,0,2010-06-09,2012-01-21,0,250.52029148475958,AAPL
545,0,2010-06-10,2010-06-19,0,261.0300114416568,AAPL
546,0,2010-06-10,2010-07-17,0,251.46836015788648,AAPL
547,0,2010-06-10,2010-10-16,0,249.32323320594,AAPL
548,0,2010-06-10,2011-01-22,0,250.82816334686635,AAPL
549,0,2010-06-10,2012-01-21,0,257.5593004397531,AAPL
550,0,2010-06-11,2010-06-19,0,244.9032485656792,AAPL
551,0,2010-06-11,2010-07-17,0,254.43800716115396,AAPL
552,0,2010-06-11,2010-10-16,0,252.04561991026924,AAPL
553,0,2010-06-11,2011-01-22,0,264.1438555970575,AAPL
554,0,2010-06-11,2012-01-21,0,256.2826632258933,AAPL
555,0,2010-06-14,2010-06-19,0,262.6919228758457,AAPL
556,0,2010-06-14,2010-07-17,0,248.70117574402622,AAPL
557,0,2010-06-14,2010-10-16,0,257.7926076914501,AAPL
558,0,2010-06-14,2011-01-22,0,256.89369695390326,AAPL
559,0,2010-06-14,2012-01-21,0,253.81005958117706,AAPL
560,0,2010-06-15,2010-06-19,0,260.6225321038608,AAPL
561,0,2010-06-15,2010-07-17,0,266.1485489397259,AAPL
562,0,2010-06-15,2010-10-16,0,258.525408809221,AAPL
563,0,2010-06-15,2011-01-22,0,252.09062769392185,AAPL
564,0,2010-06-15,2012-01-21,0,263.64476978682904,AAPL
565,0,2010-06-16,2010-06-19,0,262.4770166603748,AAPL
566,0,2010-06-16,2010-07-17,0,265.47942457037686,AAPL
567,0,2010-06-16,2010-10-16,0,267.33918673434215,AAPL
568,0,2010-06-16,2011-01-22,0,259.3082899375931,AAPL
569,0,2010-06-16,2012-01-21,0,262.0861464657544,AAPL
570,0,2010-06-17,2010-06-19,0,274.50886375294937,AAPL
571,0,2010-06-17,2010-07-17,0,269.12047393366163,AAPL
572,0,2010-06-17,2010-10-16,0,258.7781961586282,AAPL
573,0,2010-06-17,2011-01-22,0,277.3000577138357,AAPL
574,0,2010-06-17,2012-01-21,0,277.2740709457381,AAPL
575,0,2010-06-18,2010-06-19,0,270.1911829865368,AAPL
576,0,2010-06-18,2010-07-17,0,266.953522866782,AAPL
577,0,2010-06-18,2010-10-16,0,279.22105841557897,AAPL
578,0,2010-06-18,2011-01-22,0,277.0948039156363,AAPL
579,0,2010-06-18,2012-01-21,0,291.6057627499678,AAPL
580,0,2010-06-21,2010-07-17,0,272.5082685210525,AAPL
581,0,2010-06-21,2010-08-21,0,272.48780495941645,AAPL
582,0,2010-06-21,2010-10-16,0,269.7520360207854,AAPL
583,0,2010-06-21,2011-01-22,0,275.66799082700624,AAPL
584,0,2010-06-21,2012-01-21,0,277.4648121861704,AAPL
585,0,2010-06-22,2010-07-17,0,280.58656919177406,AAPL
586,0,2010-06-22,2010-08-21,0,270.9664467784429,AAPL
587,0,2010-06-22,2010-10-16,0,271.77895154054636,AAPL
588,0,2010-06-22,2011-01-22,0,272.03999869099124,AAPL
589,0,2010-06-22,2012-01-21,0,282.0804160610277,AAPL
590,0,2010-06-23,2010-07-17,0,278.7614373872775,AAPL
591,0,2010-06-23,2010-08-21,0,268.2936673709105,AAPL
592,0,2010-06-23,2010-10-16,0,268.78493636689643,AAPL
593,0,2010-06-23,2011-01-22,0,273.4163480239608,AAPL
594,0,2010-06-23,2012-01-21,0,273.52122080367883,AAPL
595,0,2010-06-24,2010-07-17,0,273.89140349831985,AAPL
596,0,2010-06-24,2010-08-21,0,257.054489042675,AAPL
597,0,2010-06-24,2010-10-16,0,264.7838479911975,AAPL
598,0,2010-06-24,2011-01-22,0,265.5722923820119,AAPL
599,0,2010-06-24,2012-01-21,0,260.6372199880562,AAPL
600,0,2010-06-25,2010-08-21,0,265.82855473591144,AAPL
601,0,2010-06-25,2010-10-16,0,273.19304167007937,AAPL
602,0,2010-06-25,2010-07-17,0,261.9177556039642,AAPL
603,0,2010-06-25,2010-07-02,0,261.62589482383765,AAPL
604,0,2010-06-25,2011-01-22,0,266.44092980282727,AAPL
605,0,2010-06-28,2010-08-21,0,263.29780771826836,AAPL
606,0,2010-06-28,2010-10-16,0,263.9006328991684,AAPL
607,0,2010-06-28,2010-07-17,0,274.03857727627366,AAPL
608,0,2010-06-28,2010-07-02,0,268.00432879062475,AAPL
609,0,2010-06-28,2011-01-22,0,272.31883974498174,AAPL
610,0,2010-06-29,2010-08-21,0,259.96991176249355,AAPL
611,0,2010-06-29,2010-10-16,0,251.34497621152974,AAPL
612,0,2010-06-29,2010-07-17,0,256.1436416795997,AAPL
613,0,2010-06-29,2010-07-02,0,259.51598850387944,AAPL
614,0,2010-06-29,2011-01-22,0,257.0616674815491,AAPL
615,0,2010-06-30,2010-08-21,0,255.11697283666322,AAPL
616,0,2010-06-30,2010-10-16,0,250.1253761592807,AAPL
617,0,2010-06-30,2010-07-17,0,243.69123318639345,AAPL
618,0,2010-06-30,2010-07-02,0,245.49159253810285,AAPL
619,0,2010-06-30,2011-01-22,0,247.22539321476816,AAPL
620,0,2010-07-01,2010-08-21,0,243.87519240445928,AAPL
621,0,2010-07-01,2010-07-17,0,240.91597966038577,AAPL
622,0,2010-07-01,2010-07-09,0,237.10598918741553,AAPL
623,0,2010-07-01,2010-07-02,0,254.151830905797,AAPL
624,0,2010-07-01,2010-10-16,0,256.07970112578954,AAPL
625,0,2010-07-02,2010-08-21,0,247.38834484970377,AAPL
626,0,2010-07-02,2010-07-17,0,249.19660832463654,AAPL
627,0,2010-07-02,2010-07-09,0,241.48770934213553,AAPL
628,0,2010-07-02,2010-07-02,0,241.372692733357,AAPL
629,0,2010-07-02,2010-10-16,0,250.06292309801466,AAPL
630,0,2010-07-06,2010-08-21,0,252.47229980890575,AAPL
631,0,2010-07-06,2010-10-16,0,240.83553444207988,AAPL
632,0,2010-07-06,2010-07-17,0,252.15678095003236,AAPL
633,0,2010-07-06,2010-07-09,0,249.42431700518523,AAPL
634,0,2010-07-06,2011-01-22,0,238.35874052655186,AAPL
635,0,2010-07-07,2010-08-21,0,249.35531773659793,AAPL
636,0,2010-07-07,2010-10-16,0,259.5633764323852,AAPL
637,0,2010-07-07,2010-07-17,0,253.40635062443565,AAPL
638,0,2010-07-07,2010-07-09,0,264.8878092612308,AAPL
639,0,2010-07-07,2011-01-22,0,264.38371580363804,AAPL
640,0,2010-07-08,2010-08-21,0,253.58506032257426,AAPL
641,0,2010-07-08,2010-10-16,0,258.51733636894795,AAPL
642,0,2010-07-08,2010-07-17,0,256.0432626489327,AAPL
643,0,2010-07-08,2010-07-09,0,260.7711687560593,AAPL
644,0,2010-07-08,2011-01-22,0,257.3467422950575,AAPL
645,0,2010-07-09,2010-08-21,0,265.7338426225422,AAPL
646,0,2010-07-09,2010-10-16,0,255.23859607763197,AAPL
647,0,2010-07-09,2010-07-17,0,269.0760038538771,AAPL
648,0,2010-07-09,2010-07-09,0,270.4789069448069,AAPL
649,0,2010-07-09,2011-01-22,0,264.9045265055012,AAPL
650,0,2010-07-12,2010-07-17,0,259.4654982469345,AAPL
651,0,2010-07-12,2010-08-21,0,263.868181721558,AAPL
652,0,2010-07-12,2010-10-16,0,260.93687024619504,AAPL
653,0,2010-07-12,2011-01-22,0,261.92361814974316,AAPL
654,0,2010-07-12,2012-01-21,0,263.73029478028803,AAPL
655,0,2010-07-13,2010-07-17,0,253.52898947263603,AAPL
656,0,2010-07-13,2010-08-21,0,243.10096756716024,AAPL
657,0,2010-07-13,2010-10-16,0,252.56856208610455,AAPL
658,0,2010-07-13,2011-01-22,0,249.77492093925403,AAPL
659,0,2010-07-13,2012-01-21,0,248.37735400058477,AAPL
660,0,2010-07-14,2010-07-17,0,261.3792890114295,AAPL
661,0,2010-07-14,2010-08-21,0,261.7187069928,AAPL
662,0,2010-07-14,2010-10-16,0,260.01148888205444,AAPL
663,0,2010-07-14,2011-01-22,0,254.74731073461615,AAPL
664,0,2010-07-14,2012-01-21,0,262.57765306579967,AAPL
665,0,2010-07-15,2010-08-21,0,246.10101084177407,AAPL
666,0,2010-07-15,2010-10-16,0,253.7614462114951,AAPL
667,0,2010-07-15,2010-07-23,0,252.4896964472636,AAPL
668,0,2010-07-15,2010-07-17,0,251.5150228124894,AAPL
669,0,2010-07-15,2011-01-22,0,252.46056627030498,AAPL
670,0,2010-07-16,2010-08-21,0,259.13892401415967,AAPL
671,0,2010-07-16,2010-10-16,0,254.7098729235342,AAPL
672,0,2010-07-16,2010-07-23,0,249.51705189070933,AAPL
673,0,2010-07-16,2010-07-17,0,249.64641857134063,AAPL
674,0,2010-07-16,2011-01-22,0,250.64432312039412,AAPL
675,0,2010-07-19,2010-09-18,0,240.30872790161857,AAPL
676,0,2010-07-19,2010-10-16,0,245.00527469704926,AAPL
677,0,2010-07-19,2010-08-21,0,244.43231671098442,AAPL
678,0,2010-07-19,2010-07-23,0,245.80580711699528,AAPL
679,0,2010-07-19,2011-01-22,0,242.57426011219425,AAPL
680,0,2010-07-20,2010-09-18,0,243.04985999770844,AAPL
681,0,2010-07-20,2010-10-16,0,251.4147729401145,AAPL
682,0,2010-07-20,2010-08-21,0,253.74113707296755,AAPL
683,0,2010-07-20,2010-07-23,0,254.48531325885037,AAPL
684,0,2010-07-20,2011-01-22,0,257.5904740691713,AAPL
685,0,2010-07-21,2010-09-18,0,250.14484545424813,AAPL
686,0,2010-07-21,2010-10-16,0,249.04554579333302,AAPL
687,0,2010-07-21,2010-08-21,0,254.51165423496647,AAPL
688,0,2010-07-21,2010-07-23,0,259.5145395797771,AAPL
689,0,2010-07-21,2011-01-22,0,256.61993992314734,AAPL
690,0,2010-07-22,2010-09-18,0,252.78773744710247,AAPL
691,0,2010-07-22,2010-08-21,0,258.33112928596245,AAPL
692,0,2010-07-22,2010-10-16,0,257.6320243652174,AAPL
693,0,2010-07-22,2010-07-30,0,264.67235178743863,AAPL
694,0,2010-07-22,2010-07-23,0,265.78186764458405,AAPL
695,0,2010-07-23,2010-09-18,0,256.8601750262419,AAPL
696,0,2010-07-23,2010-08-21,0,257.4020878088494,AAPL
697,0,2010-07-23,2010-10-16,0,261.82782729885645,AAPL
698,0,2010-07-23,2010-07-30,0,261.27375821727173,AAPL
699,0,2010-07-23,2010-07-23,0,256.9529413871406,AAPL
700,0,2010-07-26,2010-09-18,0,256.78566039959605,AAPL
701,0,2010-07-26,2010-10-16,0,266.92717240234816,AAPL
702,0,2010-07-26,2010-08-21,0,253.25095197431042,AAPL
703,0,2010-07-26,2010-07-30,0,260.7095179664267,AAPL
704,0,2010-07-26,2011-01-22,0,253.9197663158484,AAPL
705,0,2010-07-27,2010-09-18,0,264.39895938656105,AAPL
706,0,2010-07-27,2010-10-16,0,263.70785975035375,AAPL
707,0,2010-07-27,2010-08-21,0,264.2933535248693,AAPL
708,0,2010-07-27,2010-07-30,0,254.4337594658923,AAPL
709,0,2010-07-27,2011-01-22,0,271.19105878766874,AAPL
710,0,2010-07-28,2010-09-18,0,255.28202670447774,AAPL
711,0,2010-07-28,2010-10-16,0,259.2151782621747,AAPL
712,0,2010-07-28,2010-08-21,0,269.2951983701572,AAPL
713,0,2010-07-28,2010-07-30,0,263.0390692899901,AAPL
714,0,2010-07-28,2011-01-22,0,257.6100394714664,AAPL
715,0,2010-07-29,2010-09-18,0,256.51803771822614,AAPL
716,0,2010-07-29,2010-08-21,0,267.82501631199784,AAPL
717,0,2010-07-29,2010-10-16,0,268.3632051782954,AAPL
718,0,2010-07-29,2010-08-06,0,265.6028113706671,AAPL
719,0,2010-07-29,2010-07-30,0,256.4333655192375,AAPL
720,0,2010-07-30,2010-09-18,0,274.2760005360814,AAPL
721,0,2010-07-30,2010-08-21,0,259.18576045096063,AAPL
722,0,2010-07-30,2010-10-16,0,261.8840754098456,AAPL
723,0,2010-07-30,2010-08-06,0,257.9398744746763,AAPL
724,0,2010-07-30,2010-07-30,0,256.77042602272826,AAPL
725,0,2010-08-02,2010-09-18,0,266.68259965858556,AAPL
726,0,2010-08-02,2010-10-16,0,262.19620580111285,AAPL
727,0,2010-08-02,2010-08-21,0,259.21178228458825,AAPL
728,0,2010-08-02,2010-08-06,0,259.9702871715168,AAPL
729,0,2010-08-02,2011-01-22,0,263.82750150194795,AAPL
730,0,2010-08-03,2010-09-18,0,251.7691920648,AAPL
731,0,2010-08-03,2010-10-16,0,265.37061558531417,AAPL
732,0,2010-08-03,2010-08-21,0,263.8386639914358,AAPL
733,0,2010-08-03,2010-08-06,0,263.70546967060585,AAPL
734,0,2010-08-03,2011-01-22,0,257.2637838272,AAPL
735,0,2010-08-04,2010-09-18,0,259.4745946823647,AAPL
736,0,2010-08-04,2010-10-16,0,267.59010669705464,AAPL
737,0,2010-08-04,2010-08-21,0,263.4588804051179,AAPL
738,0,2010-08-04,2010-08-06,0,262.67712173768473,AAPL
739,0,2010-08-04,2011-01-22,0,256.5112191041464,AAPL
740,0,2010-08-05,2010-09-18,0,256.56964410077154,AAPL
741,0,2010-08-05,2010-08-21,0,263.08307230533273,AAPL
742,0,2010-08-05,2010-10-16,0,265.7043696377359,AAPL
743,0,2010-08-05,2010-08-13,0,261.3215683606523,AAPL
744,0,2010-08-05,2010-08-06,0,258.6586504347804,AAPL
745,0,2010-08-06,2010-09-18,0,259.66624390462357,AAPL
746,0,2010-08-06,2010-08-21,0,258.9598372342962,AAPL
747,0,2010-08-06,2010-10-16,0,260.1391136249077,AAPL
748,0,2010-08-06,2010-08-13,0,260.02907162062183,AAPL
749,0,2010-08-06,2010-08-06,0,250.0997285472911,AAPL
750,0,2010-08-09,2010-09-18,0,256.1911903222083,AAPL
751,0,2010-08-09,2010-10-16,0,263.4531583921259,AAPL
752,0,2010-08-09,2010-08-21,0,255.71055326944472,AAPL
753,0,2010-08-09,2010-08-13,0,256.00540055603335,AAPL
754,0,2010-08-09,2011-01-22,0,268.85992060918494,AAPL
755,0,2010-08-10,2010-09-18,0,255.2194294043567,AAPL
756,0,2010-08-10,2010-10-16,0,256.70236195436826,AAPL
757,0,2010-08-10,2010-08-21,0,250.71136081394692,AAPL
758,0,2010-08-10,2010-08-13,0,246.75566151454473,AAPL
759,0,2010-08-10,2011-01-22,0,257.7566540253113,AAPL
760,0,2010-08-11,2010-09-18,0,246.90530959170462,AAPL
761,0,2010-08-11,2010-10-16,0,246.05571938142666,AAPL
762,0,2010-08-11,2010-08-21,0,255.51530185859485,AAPL
763,0,2010-08-11,2010-08-13,0,248.63863149124526,AAPL
764,0,2010-08-11,2011-01-22,0,253.01898445492714,AAPL
765,0,2010-08-12,2010-09-18,0,251.12210072676274,AAPL
766,0,2010-08-12,2010-10-16,0,260.0712636155714,AAPL
767,0,2010-08-12,2010-08-21,0,252.30511050328622,AAPL
768,0,2010-08-12,2010-08-13,0,253.76193214732072,AAPL
769,0,2010-08-12,2011-01-22,0,249.12315884050417,AAPL
770,0,2010-08-13,2010-09-18,0,249.51842061555277,AAPL
771,0,2010-08-13,2010-10-16,0,243.9382774163614,AAPL
772,0,2010-08-13,2010-08-21,0,242.83262442475095,AAPL
773,0,2010-08-13,2010-08-13,0,247.9794345116624,AAPL
774,0,2010-08-13,2011-01-22,0,245.83069930857684,AAPL
775,0,2010-08-16,2010-08-21,0,250.3023155033325,AAPL
776,0,2010-08-16,2010-09-18,0,244.61521079250664,AAPL
777,0,2010-08-16,2010-10-16,0,252.71633383906894,AAPL
778,0,2010-08-16,2011-01-22,0,253.87447089986182,AAPL
779,0,2010-08-16,2012-01-21,0,256.8769925822263,AAPL
780,0,2010-08-17,2010-08-21,0,254.65942137338823,AAPL
781,0,2010-08-17,2010-09-18,0,258.94363175708924,AAPL
782,0,2010-08-17,2010-10-16,0,242.7495588366623,AAPL
783,0,2010-08-17,2011-01-22,0,250.7797934770169,AAPL
784,0,2010-08-17,2012-01-21,0,249.5568754576223,AAPL
785,0,2010-08-18,2010-08-21,0,253.67964585606268,AAPL
786,0,2010-08-18,2010-09-18,0,250.2521741848714,AAPL
787,0,2010-08-18,2010-10-16,0,252.35733202352625,AAPL
788,0,2010-08-18,2011-01-22,0,263.18929254722815,AAPL
789,0,2010-08-18,2012-01-21,0,254.10084759450956,AAPL
790,0,2010-08-19,2010-09-18,0,250.31449883373037,AAPL
791,0,2010-08-19,2010-10-16,0,250.03263751938502,AAPL
792,0,2010-08-19,2010-08-27,0,248.73619324487547,AAPL
793,0,2010-08-19,2010-08-21,0,251.96016705070085,AAPL
794,0,2010-08-19,2011-01-22,0,252.52085171267166,AAPL
795,0,2010-08-20,2010-09-18,0,252.65510559820916,AAPL
796,0,2010-08-20,2010-10-16,0,244.07481337925162,AAPL
797,0,2010-08-20,2010-08-27,0,251.20318363366462,AAPL
798,0,2010-08-20,2010-08-21,0,258.0039446735539,AAPL
799,0,2010-08-20,2011-01-22,0,249.57720068343932,AAPL
800,0,2010-08-23,2010-10-16,0,250.30473185086268,AAPL
801,0,2010-08-23,2011-01-22,0,248.56983739378825,AAPL
802,0,2010-08-23,2010-09-18,0,246.8755465322984,AAPL
803,0,2010-08-23,2010-08-27,0,250.10130507157865,AAPL
804,0,2010-08-23,2011-04-16,0,252.35905700313276,AAPL
805,0,2010-08-24,2010-10-16,0,226.37016525000158,AAPL
806,0,2010-08-24,2011-01-22,0,242.13681118924183,AAPL
807,0,2010-08-24,2010-09-18,0,241.5910744030619,AAPL
808,0,2010-08-24,2010-08-27,0,238.23427076144486,AAPL
809,0,2010-08-24,2011-04-16,0,223.6116112632743,AAPL
810,0,2010-08-25,2010-10-16,0,237.4119432400501,AAPL
811,0,2010-08-25,2011-01-22,0,239.8408310573912,AAPL
812,0,2010-08-25,2010-09-18,0,245.26385352106746,AAPL
813,0,2010-08-25,2010-08-27,0,245.0980101172068,AAPL
814,0,2010-08-25,2011-04-16,0,250.3337214427155,AAPL
815,0,2010-08-26,2010-10-16,0,248.28031269083215,AAPL
816,0,2010-08-26,2010-09-18,0,242.28913261522507,AAPL
817,0,2010-08-26,2010-09-03,0,240.2842736123496,AAPL
818,0,2010-08-26,2010-08-27,0,251.30575089235035,AAPL
819,0,2010-08-26,2011-01-22,0,241.27684344997672,AAPL
820,0,2010-08-27,2010-10-16,0,238.1049820350565,AAPL
821,0,2010-08-27,2010-09-18,0,240.31254879186343,AAPL
822,0,2010-08-27,2010-09-03,0,234.95596828227016,AAPL
823,0,2010-08-27,2010-08-27,0,241.44797094829892,AAPL
824,0,2010-08-27,2011-01-22,0,246.49776951688708,AAPL
825,0,2010-08-30,2010-10-16,0,245.60340046822841,AAPL
826,0,2010-08-30,2011-01-22,0,238.03889698984167,AAPL
827,0,2010-08-30,2010-09-18,0,243.6176924039041,AAPL
828,0,2010-08-30,2010-09-03,0,241.99235562967218,AAPL
829,0,2010-08-30,2011-04-16,0,238.0793388289307,AAPL
830,0,2010-08-31,2010-10-16,0,245.35833585840382,AAPL
831,0,2010-08-31,2011-01-22,0,245.71359623744002,AAPL
832,0,2010-08-31,2010-09-18,0,236.33836829142246,AAPL
833,0,2010-08-31,2010-09-03,0,241.10854283091035,AAPL
834,0,2010-08-31,2011-04-16,0,236.3502203409012,AAPL
835,0,2010-09-01,2010-10-16,0,253.258513468031,AAPL
836,0,2010-09-01,2011-01-22,0,243.57192926534725,AAPL
837,0,2010-09-01,2010-09-18,0,251.83913195074103,AAPL
838,0,2010-09-01,2010-09-03,0,254.04355144218684,AAPL
839,0,2010-09-01,2011-04-16,0,252.50867303588544,AAPL
840,0,2010-09-02,2010-10-16,0,261.2615547398422,AAPL
841,0,2010-09-02,2010-09-18,0,259.4971655206597,AAPL
842,0,2010-09-02,2010-09-10,0,256.31032040830297,AAPL
843,0,2010-09-02,2010-09-03,0,249.748559903538,AAPL
844,0,2010-09-02,2011-01-22,0,259.2005210876902,AAPL
